Frame,Processing Time (s),Total Time (s),Peak Range (m),Peak Velocity (m/s),Peak Magnitude
0,0.03501534461975098,0.07644486427307129,17.469851576994415,1.0101010101010104,5.574644203468471
1,0.027638673782348633,0.14211750030517578,17.469851576994415,1.0101010101010104,5.629035149163248
2,0.03464961051940918,0.2124185562133789,17.469851576994415,1.1289364230540713,5.539284567267602
3,0.027042388916015625,0.2726478576660156,3.1099257884972076,-1.0101010101010104,6.5237812965034285
4,0.025445222854614258,0.33448123931884766,1.4401669758812545,0.2970885323826504,6.857880445103101
5,0.029664993286132812,0.4018211364746094,1.4401669758812545,-1.1289364230540695,6.267147855193494
6,0.0229036808013916,0.4622159004211426,38.17486085343228,-1.0101010101010104,6.162632546872183
7,0.02375507354736328,0.521826982498169,1.1062152133580696,0.7724301841948904,6.913410829051503
8,0.027669906616210938,0.5894474983215332,0.7722634508348847,1.1289364230540713,6.014258944204602
9,0.025699853897094727,0.6571462154388428,17.469851576994415,-1.0101010101010104,5.693253203966843
10,0.026543378829956055,0.7236216068267822,1.4401669758812545,1.1289364230540713,6.931968100263577
11,0.03518247604370117,0.8003191947937012,17.469851576994415,-1.0101010101010104,5.541898454609235
12,0.023651599884033203,0.8592038154602051,17.469851576994415,-1.0101010101010104,5.553667706155196
13,0.026726245880126953,0.939354658126831,1.4401669758812545,1.0101010101010104,6.937683375483671
14,0.022553205490112305,1.005889892578125,17.469851576994415,1.1289364230540713,5.712183939266992
15,0.034178733825683594,1.0793685913085938,3.4438775510203925,0.8912655971479495,6.042169956591353
16,0.02952408790588379,1.1527330875396729,1.4401669758812545,-0.5347593582887704,6.9170410288973025
17,0.02676844596862793,1.2263388633728027,17.469851576994415,1.0101010101010104,5.548927910344025
18,0.030406713485717773,1.29494309425354,17.469851576994415,1.1289364230540713,5.722485237286684
19,0.0356135368347168,1.3710455894470215,1.4401669758812545,0.5347593582887704,6.905705438597574
20,0.02623748779296875,1.4436190128326416,17.469851576994415,1.0101010101010104,5.555139227196091
21,0.02276158332824707,1.5012588500976562,17.469851576994415,1.1289364230540713,5.466811153821974
22,0.028239011764526367,1.567958116531372,1.4401669758812545,0.5347593582887704,6.958001753561098
23,0.02743840217590332,1.6320347785949707,17.469851576994415,1.0101010101010104,5.625740450097236
24,0.026993751525878906,1.6996257305145264,17.469851576994415,-1.0101010101010104,5.579914952790777
25,0.030633926391601562,1.7684497833251953,1.4401669758812545,0.8912655971479495,6.963327518299378
26,0.030645370483398438,1.8388729095458984,17.469851576994415,1.1289364230540713,5.670987230912189
27,0.025285720825195312,1.8951823711395264,17.469851576994415,-1.1289364230540695,5.720823437522958
