Frame,Processing Time (s),Total Time (s),Peak Range (m),Peak Velocity (m/s),Peak Magnitude
0,1.918750524520874,1.9582996368408203,36.17115027829314,0.05941770647653044,7.495821848297646
1,1.820422649383545,3.8268444538116455,36.17115027829314,0.05941770647653044,7.492654597316148
2,1.8825969696044922,5.750761032104492,36.17115027829314,0.05941770647653044,7.498079690503189
3,1.8021020889282227,7.604168891906738,36.17115027829314,0.05941770647653044,7.5023853265226785
4,1.7994105815887451,9.445782661437988,36.17115027829314,0.05941770647653044,7.499032841808139
5,1.7786049842834473,11.26311206817627,36.17115027829314,0.05941770647653044,7.495724574805476
6,1.7430129051208496,13.049153804779053,36.17115027829314,0.05941770647653044,7.482490580594016
7,1.8171510696411133,14.908858060836792,36.17115027829314,0.05941770647653044,7.5133749487877655
8,1.8000133037567139,16.742690086364746,36.17115027829314,0.05941770647653044,7.5060825569004805
9,1.8694448471069336,18.690608978271484,36.17115027829314,0.05941770647653044,7.490586293306471
