Frame,Processing Time (s),Total Time (s),Peak Range (m),Peak Velocity (m/s),Peak Magnitude
0,1.9231407642364502,1.9619791507720947,3.777829313543606,0.05941770647653044,7.62629040047545
1,1.9103121757507324,3.9210097789764404,0.10435992578848641,0.05941770647653044,7.7011467317757925
2,1.8862769603729248,5.854752063751221,3.777829313543606,0.05941770647653044,7.652537227700343
3,1.9394629001617432,7.836411714553833,3.4438775510203925,0.05941770647653044,7.624425282578713
4,1.880296230316162,9.754552841186523,3.4438775510203925,0.05941770647653044,7.62141449304263
5,1.9581384658813477,11.755341291427612,5.1136363636363455,0.05941770647653044,7.613437511261211
6,1.983766794204712,13.804699420928955,3.777829313543606,0.05941770647653044,7.632670194044449
7,2.0339081287384033,15.882084131240845,0.43831168831167133,-0.17825311942958955,7.646444991315309
8,1.9273033142089844,16.981663942337036,3.4438775510203925,0.05941770647653044,7.649855891853546
9,2.0602877140045166,19.089340209960938,3.4438775510203925,0.05941770647653044,7.700619149108354
10,2.0755538940429688,21.202111959457397,0.10435992578848641,0.05941770647653044,7.687877441652653
11,1.976280927658081,23.22687530517578,0.10435992578848641,0.05941770647653044,7.68290226359392
12,1.9546277523040771,25.221142768859863,0.10435992578848641,0.05941770647653044,7.678804551083865
13,1.945887804031372,27.22027826309204,3.4438775510203925,0.05941770647653044,7.686630136071418
14,1.9918129444122314,29.26078510284424,0.10435992578848641,0.05941770647653044,7.648387715799704
15,1.8668279647827148,31.174626350402832,3.4438775510203925,0.05941770647653044,7.604083451351658
16,1.9001712799072266,33.12263345718384,0.10435992578848641,0.05941770647653044,7.658105417174359
17,1.9442307949066162,35.11852717399597,0.10435992578848641,0.05941770647653044,7.641329191730282
18,1.888895034790039,37.050511598587036,0.10435992578848641,0.05941770647653044,7.62645174030697
19,1.954202651977539,39.07259798049927,0.10435992578848641,0.05941770647653044,7.6289680435310965
20,2.010901927947998,41.129770040512085,0.10435992578848641,0.05941770647653044,7.609984631826454
21,1.9394891262054443,43.113102197647095,0.10435992578848641,0.05941770647653044,7.617006009178707
