Frame,Processing Time (s),Total Time (s),Peak Range (m),Peak Velocity (m/s),Peak Magnitude
0,0.05462288856506348,0.10409855842590332,17.469851576994415,-1.0101010101010104,5.674730074625263
1,0.044080257415771484,0.2170112133026123,17.469851576994415,0.8912655971479495,5.531150483522451
2,0.037064552307128906,0.3189811706542969,17.469851576994415,-0.7724301841948904,5.603231566883445
3,0.03419041633605957,0.4287838935852051,0.10435992578848641,1.0101010101010104,6.671564152482237
4,0.05973052978515625,0.5603611469268799,0.7722634508348847,0.8912655971479495,7.098250660077648
5,0.04107379913330078,0.6607177257537842,17.469851576994415,0.8912655971479495,5.540795707728376
6,0.03888702392578125,0.7493672370910645,17.469851576994415,0.7724301841948904,5.382532595223127
7,0.0381929874420166,0.8343691825866699,1.1062152133580696,-1.2477718360071304,6.86791743608064
8,0.035901784896850586,0.9106075763702393,1.1062152133580696,-1.3666072489601895,6.183145888097354
9,0.03471231460571289,0.999401330947876,0.10435992578848641,-0.41592394533570953,5.532076816954333
10,0.03351092338562012,1.0741729736328125,1.4401669758812545,0.7724301841948904,6.884769120881378
11,0.028506994247436523,1.1368374824523926,17.469851576994415,1.0101010101010104,5.781606657662088
12,0.027091026306152344,1.197568416595459,3.4438775510203925,1.1289364230540713,5.952813340639411
13,0.031319379806518555,1.2720842361450195,1.1062152133580696,1.0101010101010104,6.8461717731914025
14,0.02623295783996582,1.3416657447814941,2.108070500927653,-1.0101010101010104,6.297379170178274
15,0.03704404830932617,1.4286284446716309,0.7722634508348847,-0.8912655971479495,6.526344514959037
16,0.04260420799255371,1.5281658172607422,1.1062152133580696,-0.7724301841948904,6.880936475745708
17,0.04362130165100098,1.629072904586792,0.7722634508348847,1.0101010101010104,6.644440662639897
18,0.03732466697692871,1.7198798656463623,17.469851576994415,0.8912655971479495,5.504850078675519
19,0.04067587852478027,1.8028156757354736,1.4401669758812545,0.7724301841948904,6.938259897646955
20,0.028140544891357422,1.8729617595672607,0.10435992578848641,-1.0101010101010104,5.922956577243967
21,0.028966665267944336,1.946244239807129,17.469851576994415,0.8912655971479495,5.5440401397213215
22,0.03319287300109863,2.014045476913452,1.4401669758812545,0.5347593582887704,6.831156324434734
23,0.030089616775512695,2.091252565383911,16.801948051948045,-1.2477718360071304,5.357097840232791
24,0.02992725372314453,2.1689870357513428,17.469851576994415,-1.2477718360071304,5.4272720748071945
25,0.03055715560913086,2.242074728012085,1.4401669758812545,0.8912655971479495,6.952128749502367
